species_id,species_name,n,n_pos,n_pred_pos,n_neg,prevalence,tp,recall,precision,recall_bs_mean,recall_ci_lo,recall_ci_hi,recall_ci_width,B,attr,model
183,Northern Waterthrush,30,25,29,5,0.8333333333333334,24,0.96,0.8275862068965517,0.9609613980416826,0.8866452991452991,1.0,0.1133547008547009,100,has_bill_shape::all-purpose,baseline
184,Louisiana Waterthrush,30,27,28,3,0.9,25,0.9259259259259259,0.8928571428571429,0.9271613953706909,0.8429230769230769,1.0,0.15707692307692311,100,has_bill_shape::all-purpose,baseline
185,Bohemian Waxwing,30,12,4,18,0.4,1,0.08333333333333333,0.25,0.09208106027958969,0.0,0.24961538461538432,0.24961538461538432,100,has_bill_shape::all-purpose,baseline
186,Cedar Waxwing,30,12,24,18,0.4,9,0.75,0.375,0.7534032413664766,0.4708333333333333,1.0,0.5291666666666667,100,has_bill_shape::all-purpose,baseline
188,Pileated Woodpecker,30,2,9,28,0.06666666666666667,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
189,Red bellied Woodpecker,30,7,4,23,0.23333333333333334,0,0.0,0.0,0.0,0.0,0.0,0.0,100,has_bill_shape::all-purpose,baseline
191,Red headed Woodpecker,30,11,8,19,0.36666666666666664,3,0.2727272727272727,0.375,0.26632944098385275,0.0,0.5507575757575757,0.5507575757575757,100,has_bill_shape::all-purpose,baseline
192,Downy Woodpecker,30,14,12,16,0.4666666666666667,6,0.42857142857142855,0.5,0.4285078935082805,0.2,0.6718749999999992,0.4718749999999992,100,has_bill_shape::all-purpose,baseline
193,Bewick Wren,30,20,23,10,0.6666666666666666,16,0.8,0.6956521739130435,0.7874891614159014,0.6071022727272728,0.9355208333333334,0.32841856060606056,100,has_bill_shape::all-purpose,baseline
194,Cactus Wren,30,13,15,17,0.43333333333333335,5,0.38461538461538464,0.3333333333333333,0.3776561809363668,0.13870192307692308,0.6224999999999996,0.4837980769230765,100,has_bill_shape::all-purpose,baseline
195,Carolina Wren,30,20,27,10,0.6666666666666666,19,0.95,0.7037037037037037,0.9580280158888788,0.8458552631578947,1.0,0.15414473684210528,100,has_bill_shape::all-purpose,baseline
196,House Wren,30,23,25,7,0.7666666666666667,19,0.8260869565217391,0.76,0.822265819086414,0.6488636363636363,0.959903381642512,0.3110397452788757,100,has_bill_shape::all-purpose,baseline
197,Marsh Wren,30,15,20,15,0.5,8,0.5333333333333333,0.4,0.5294409398650884,0.21461538461538462,0.787687969924812,0.5730725853094274,100,has_bill_shape::all-purpose,baseline
198,Rock Wren,30,14,22,16,0.4666666666666667,11,0.7857142857142857,0.5,0.7930055602722013,0.5634469696969697,1.0,0.4365530303030303,100,has_bill_shape::all-purpose,baseline
