sid_A,sid_B,species_A,species_B,gap_mean,gap_std,n_runs,npos_bin,nneg_bin,gap_ci_lo,gap_ci_hi,gap_p,gap_snr,concept,j
16,97,Painted Bunting,Orchard Oriole,0.06801140746318324,0.014345991483278355,6,10,17,0.04965839833382102,0.07934073145155718,0.0,4.740795192700088,a red head,82
16,137,Painted Bunting,Cliff Swallow,0.19427149743888628,0.019173362591788368,9,10,11,0.16870721441797243,0.20714130871730685,0.0,10.132364445658435,a red head,82
16,158,Painted Bunting,Bay breasted Warbler,0.05759136898810443,0.008901627833856103,3,10,18,0.05180406431663257,0.06710328197762054,0.0,6.4697569991180615,a red head,82
21,34,Eastern Towhee,Gray crowned Rosy Finch,0.19272201998090574,0.004820393474343385,3,14,14,0.1899247507058263,0.19787143539614263,0.0,39.980557804397286,a red head,82
21,55,Eastern Towhee,Evening Grosbeak,0.24460035244787337,0.02204960036003294,12,11,14,0.21885337487786422,0.27056292309747737,0.0,11.093187560902114,a red head,82
21,83,Eastern Towhee,White breasted Kingfisher,0.24427051392088403,0.018403009020148284,3,13,14,0.22460430162353967,0.2562009710755373,0.0,13.273400759635253,a red head,82
21,97,Eastern Towhee,Orchard Oriole,0.21379440886277412,0.025703341929123154,9,12,14,0.17977110899872562,0.2343688781191544,0.0,8.317766983141471,a red head,82
21,137,Eastern Towhee,Cliff Swallow,0.08000051899137477,0.011442712743772347,3,16,11,0.07037286934148027,0.09172992927065854,0.0,6.991394503713584,a red head,82
21,149,Eastern Towhee,Brown Thrasher,0.2535043987526811,0.023125860969413808,6,11,14,0.22754176990764408,0.27925141858312597,0.0,10.961944252670346,a red head,82
21,158,Eastern Towhee,Bay breasted Warbler,0.22089421880577295,0.02967969535943251,3,12,14,0.18924449411806918,0.24111246412211365,0.0,7.442603979697788,a red head,82
34,15,Gray crowned Rosy Finch,Lazuli Bunting,0.09708686633580743,0.006902776836957498,12,10,15,0.09077277268648132,0.10621179529103453,0.0,14.06490005615407,a red head,82
34,16,Gray crowned Rosy Finch,Painted Bunting,0.09088904166224472,0.007009844498225128,9,10,15,0.08176403870228255,0.09720310451841963,0.0,12.965914104412963,a red head,82
34,21,Gray crowned Rosy Finch,Eastern Towhee,0.19272201998090574,0.0043114909947712795,6,14,14,0.18992316973098666,0.19828810098395122,0.0,44.69962251340149,a red head,82
34,54,Gray crowned Rosy Finch,Blue Grosbeak,0.048959501650185366,0.0061645103691196045,3,14,14,0.042618914214625395,0.054097986410888574,0.0,7.94215577728608,a red head,82
34,55,Gray crowned Rosy Finch,Evening Grosbeak,0.430335887709556,0.0009144524382229049,3,11,15,0.42940642667302514,0.4311213921660168,0.0,470.5940618139226,a red head,82
34,83,Gray crowned Rosy Finch,White breasted Kingfisher,0.05223690969849185,0.008428182589885994,3,13,15,0.04513744444902371,0.06087247754625018,0.0,6.197885384564333,a red head,82
34,97,Gray crowned Rosy Finch,Orchard Oriole,0.03334687644011236,0.0029973852590604094,3,12,15,0.03146152084034295,0.03655166261976115,0.0,11.125322088038923,a red head,82
34,149,Gray crowned Rosy Finch,Brown Thrasher,0.06776886349099846,0.0008179534897080812,6,11,15,0.06695087221941909,0.06875619951001588,0.0,82.8517321105051,a red head,82
54,15,Blue Grosbeak,Lazuli Bunting,0.032928585725584845,0.017624236121660093,6,10,14,0.012807826940916311,0.05218860766732958,0.0,1.8683695279846722,a red head,82
54,16,Blue Grosbeak,Painted Bunting,0.15504732227246731,0.01970456518137613,3,10,14,0.1367072316319332,0.17411910213351145,0.0,7.868599019436496,a red head,82
54,21,Blue Grosbeak,Eastern Towhee,0.13158091005311115,3.647104466493568e-08,3,16,14,0.13158088163501214,0.13158094827851963,0.0,3607719.590769568,a red head,82
54,34,Blue Grosbeak,Gray crowned Rosy Finch,0.048959501650185366,0.005338622581550165,9,14,14,0.04221076548427971,0.05429399937508306,0.0,9.170811551693973,a red head,82
54,55,Blue Grosbeak,Evening Grosbeak,0.37513375633955887,0.015497440493345555,12,11,14,0.3587820251194476,0.3946982269833976,0.0,24.206174979438142,a red head,82
54,83,Blue Grosbeak,White breasted Kingfisher,0.10438643162771695,0.006248823088950462,9,13,14,0.0974037642531923,0.11181419609025811,0.0,16.704974700851142,a red head,82
54,137,Blue Grosbeak,Cliff Swallow,0.0515803910617364,0.011442676417971686,3,16,11,0.0398510190078611,0.061208012293531885,0.0,4.507720848963039,a red head,82
54,149,Blue Grosbeak,Brown Thrasher,0.12297099486099561,0.015737698349549016,9,11,14,0.10340654015215411,0.13932266788567382,0.0,7.813785225887604,a red head,82
54,158,Blue Grosbeak,Bay breasted Warbler,0.08722536534340479,0.008356208300497653,3,12,14,0.08072661070405718,0.09598708643267398,0.0,10.438390499165955,a red head,82
55,15,Evening Grosbeak,Lazuli Bunting,0.33131170589345055,0.005177945889374056,3,10,18,0.32578114958892135,0.3343012423456329,0.0,63.985161859139566,a red head,82
55,16,Evening Grosbeak,Painted Bunting,0.5192876138915027,0.005178009979100126,3,10,18,0.513756991076069,0.5222771523634964,0.0,100.2871017798736,a red head,82
55,21,Evening Grosbeak,Eastern Towhee,0.24460035244787337,0.02585544825662674,3,11,14,0.22012994410238493,0.2692540149110174,0.0,9.460302138669057,a red head,82
55,34,Evening Grosbeak,Gray crowned Rosy Finch,0.430335887709556,0.0007919390420536481,9,11,15,0.4293485939509743,0.43115382078570236,0.0,543.3952164426927,a red head,82
55,54,Evening Grosbeak,Blue Grosbeak,0.37513375633955887,0.016253852713411218,6,11,14,0.3587820251194476,0.3946982269833976,0.0,23.07968227169627,a red head,82
55,83,Evening Grosbeak,White breasted Kingfisher,0.48092308670814427,0.011676287157608461,6,11,17,0.4711841813123037,0.49575671992940995,0.0,41.18801466385475,a red head,82
55,97,Evening Grosbeak,Orchard Oriole,0.45526080236077665,0.0035288935730712675,9,11,17,0.45290814216521325,0.4599659937909492,0.0,129.00950193166196,a red head,82
55,149,Evening Grosbeak,Brown Thrasher,0.4981047512005545,4.511060153701658e-08,9,11,18,0.49810469300512145,0.4981047934609902,0.0,11041610.898957595,a red head,82
55,158,Evening Grosbeak,Bay breasted Warbler,0.47278098645755734,0.0055611999696447865,9,11,18,0.46536605316471186,0.4764884656981051,0.0,85.0142035807321,a red head,82
83,15,White breasted Kingfisher,Lazuli Bunting,0.14528914043838811,0.01124834238743845,6,10,17,0.13736351298818494,0.1597897352497405,0.0,12.916493419307967,a red head,82
83,16,White breasted Kingfisher,Painted Bunting,0.04268676755966405,0.012576060536563299,3,10,17,0.029239917903206337,0.050544957863169745,0.0,3.3942876970227207,a red head,82
83,21,White breasted Kingfisher,Eastern Towhee,0.24427051392088403,0.016460151663837352,6,13,14,0.22309024369193386,0.2563498957466682,0.0,14.840113195475697,a red head,82
83,34,White breasted Kingfisher,Gray crowned Rosy Finch,0.05223690969849185,0.007187578262958311,12,13,15,0.04485890309523066,0.061422095829153256,0.0,7.2676648211861234,a red head,82
83,54,White breasted Kingfisher,Blue Grosbeak,0.10438643162771695,0.007215519385047795,3,13,14,0.09773064276751771,0.11142055301273023,0.0,14.466932460823617,a red head,82
83,55,White breasted Kingfisher,Evening Grosbeak,0.4809230867081442,0.011305516426738276,9,11,17,0.4711841813123037,0.49575671992940995,0.0,42.53879862826887,a red head,82
83,137,White breasted Kingfisher,Cliff Swallow,0.15787529405962708,0.010078587158796226,6,13,11,0.14622699191753585,0.1687204203150099,0.0,15.66442712222564,a red head,82
83,149,White breasted Kingfisher,Brown Thrasher,0.01718166449241021,0.011676283002495862,6,11,17,0.00234804720614179,0.026920612148686462,0.0,1.4715012035307848,a red head,82
83,158,White breasted Kingfisher,Bay breasted Warbler,0.010522050990325474,0.005550367855849438,15,12,17,0.0033427066752020895,0.016226428345550548,0.0,1.8957393927216417,a red head,82
97,16,Orchard Oriole,Painted Bunting,0.06801140746318324,0.016039306080621717,3,10,17,0.050927233047338545,0.0791254495091879,0.0,4.240296127343851,a red head,82
97,21,Orchard Oriole,Eastern Towhee,0.21379440886277412,0.026546297395565015,6,12,14,0.17977110899872562,0.2343688781191544,0.0,8.053643250845155,a red head,82
97,34,Orchard Oriole,Gray crowned Rosy Finch,0.03334687644011236,0.002680942877605957,6,12,15,0.03144399008616805,0.036802034064503,0.0,12.43848822972765,a red head,82
97,83,Orchard Oriole,White breasted Kingfisher,0.017621860933324296,0.0056874699859715844,9,12,17,0.010442485270959811,0.023326300983031567,0.0,3.0983655252143905,a red head,82
97,137,Orchard Oriole,Cliff Swallow,0.13669368602564533,0.005156048154788466,12,12,11,0.1305582272530451,0.14264607380198513,0.0,26.51132842353022,a red head,82
97,158,Orchard Oriole,Bay breasted Warbler,0.007099809942998821,4.702086164869112e-08,9,12,17,0.007099778595757722,0.0070998726374810195,0.0,150989.55451918923,a red head,82
137,15,Cliff Swallow,Lazuli Bunting,0.019141335824397216,0.00012007564439339301,12,10,11,0.018990091976478607,0.019268619575344648,0.0,159.41064286338985,a red head,82
137,21,Cliff Swallow,Eastern Towhee,0.08000051899137477,0.010234673416831241,6,16,11,0.0699962909159062,0.0924774066308307,0.0,7.816616683830359,a red head,82
137,34,Cliff Swallow,Gray crowned Rosy Finch,0.1108331308433933,0.012947879568372367,6,14,11,0.09501574325461914,0.12342340226142534,0.0,8.55994452601831,a red head,82
137,54,Cliff Swallow,Blue Grosbeak,0.0515803910617364,0.009909648465248604,9,16,11,0.03910354426681628,0.06158458983068027,0.0,5.205067691090627,a red head,82
137,97,Cliff Swallow,Orchard Oriole,0.13669368602564533,0.005156048154788466,12,12,11,0.1305582272530451,0.14264607380198513,0.0,26.51132842353022,a red head,82
137,149,Cliff Swallow,Brown Thrasher,0.17114890131654034,0.016383067893109123,3,11,11,0.15364661042789235,0.18067511529077987,0.0,10.446694259143035,a red head,82
137,158,Cliff Swallow,Bay breasted Warbler,0.14379349596864413,0.006046048673777464,3,12,11,0.13797393233724586,0.14945747589837602,0.0,23.783052982770883,a red head,82
149,15,Brown Thrasher,Lazuli Bunting,0.16134896557116551,0.0065518302401821465,6,10,18,0.15289058910215703,0.16557819379517835,0.0,24.626548556919467,a red head,82
149,16,Brown Thrasher,Painted Bunting,0.02662694242688664,0.006551772916310416,6,10,18,0.022397763388739778,0.03508524489116005,0.0,4.06408200695352,a red head,82
149,21,Brown Thrasher,Eastern Towhee,0.2535043987526811,0.023125860969413808,6,11,14,0.22754176990764408,0.27925141858312597,0.0,10.961944252670346,a red head,82
149,34,Brown Thrasher,Gray crowned Rosy Finch,0.06776886349099846,0.0007919800609029079,9,11,15,0.06695087221941909,0.06875619951001588,0.0,85.56890097481586,a red head,82
149,54,Brown Thrasher,Blue Grosbeak,0.12297099486099561,0.01817232875707451,3,11,14,0.10454540197180436,0.13866572331864807,0.0,6.7669365053918,a red head,82
149,55,Brown Thrasher,Evening Grosbeak,0.4981047512005545,5.208923585969547e-08,3,11,18,0.498104696711643,0.49810479214471826,0.0,9562343.93989297,a red head,82
149,83,Brown Thrasher,White breasted Kingfisher,0.01718166449241021,0.011676283002495862,6,11,17,0.00234804720614179,0.026920612148686462,0.0,1.4715012035307848,a red head,82
149,97,Brown Thrasher,Orchard Oriole,0.04284394883977782,0.0036445928762942064,6,11,17,0.03813879967004097,0.045196624970338495,0.0,11.755482788405638,a red head,82
149,158,Brown Thrasher,Bay breasted Warbler,0.025323764742997135,0.005561231665001273,9,11,18,0.02161625249526644,0.032738740296278324,0.0,4.553625215402299,a red head,82
158,15,Bay breasted Warbler,Lazuli Bunting,0.13038453900994773,0.007961910065802491,6,10,18,0.12014129911420224,0.13624578196893133,0.0,16.37603764875358,a red head,82
158,16,Bay breasted Warbler,Painted Bunting,0.05759136898810443,0.008901627833856103,3,10,18,0.05180406431663257,0.06710328197762054,0.0,6.4697569991180615,a red head,82
158,21,Bay breasted Warbler,Eastern Towhee,0.22089421880577295,0.026546326550070463,6,12,14,0.18687088759448334,0.24146875075663543,0.0,8.321084214074265,a red head,82
158,34,Bay breasted Warbler,Gray crowned Rosy Finch,0.040446686383111184,0.0029973554082671984,3,12,15,0.0385613887757378,0.04365144121551887,0.0,13.494124273036977,a red head,82
158,54,Bay breasted Warbler,Blue Grosbeak,0.08722536534340479,0.0072366886675453565,9,12,14,0.08052469274780183,0.09658835140950373,0.0,12.053215128976651,a red head,82
158,55,Bay breasted Warbler,Evening Grosbeak,0.47278098645755734,0.005427175456057731,15,11,18,0.46536605316471186,0.4764884656981051,0.0,87.11363584951592,a red head,82
158,83,Bay breasted Warbler,White breasted Kingfisher,0.010522050990325474,0.005600598453045101,12,12,17,0.0033427066752020895,0.016226428345550548,0.0,1.878736902254757,a red head,82
158,97,Bay breasted Warbler,Orchard Oriole,0.007099809942998821,4.702086164869112e-08,9,12,17,0.007099778595757722,0.0070998726374810195,0.0,150989.55451918923,a red head,82
158,137,Bay breasted Warbler,Cliff Swallow,0.14379349596864413,0.005156087633480978,12,12,11,0.13765800584880283,0.14974594643946615,0.0,27.888101630979875,a red head,82
158,149,Bay breasted Warbler,Brown Thrasher,0.025323764742997135,0.005395187191371721,18,11,18,0.02161625249526644,0.032738740296278324,0.0,4.693769435618938,a red head,82
10,36,Red winged Blackbird,Northern Flicker,0.15833350379985625,0.02183838336996823,9,11,15,0.12928682215035892,0.17461876539926324,0.0,7.250239228346158,red shoulders,213
10,51,Red winged Blackbird,Horned Grebe,0.19235306885029677,0.021504902456407633,12,11,15,0.16330645827327195,0.20863831944782496,0.0,8.944614802660421,red shoulders,213
10,61,Red winged Blackbird,Heermann Gull,0.027155698114123623,0.0030997123387053356,12,15,14,0.02319647939257441,0.030341432732673534,0.0,8.760715556174834,red shoulders,213
10,137,Red winged Blackbird,Cliff Swallow,0.0411810313321227,0.01657960268925881,12,13,15,0.01875087082374871,0.05319006341749477,0.0,2.483837043713854,red shoulders,213
10,143,Red winged Blackbird,Caspian Tern,0.06998064556023638,0.022837410359772572,3,12,15,0.046829517355562025,0.08971288347669473,0.0,3.0642986422156224,red shoulders,213
10,144,Red winged Blackbird,Common Tern,0.06357763311518094,0.0218383588439007,9,11,15,0.03453098423975176,0.07986287823516658,0.0,2.9112825540929532,red shoulders,213
10,189,Red winged Blackbird,Red bellied Woodpecker,0.21781435406559538,0.006806912949392211,3,15,14,0.21335196172164292,0.2250860932225533,0.0,31.998992150038443,red shoulders,213
36,10,Northern Flicker,Red winged Blackbird,0.15833350379985625,0.022554585359994658,6,11,15,0.12928682215035892,0.17461876539926324,0.0,7.020013946861303,red shoulders,213
36,61,Northern Flicker,Heermann Gull,0.17335487975786154,0.004369523716672128,3,11,14,0.16921588304550336,0.1775178484123251,0.0,39.67363286226002,red shoulders,213
36,137,Northern Flicker,Cliff Swallow,0.13130281526426732,0.00292183305128719,3,11,17,0.12820957406733166,0.13345084976343055,0.0,44.93850706544797,red shoulders,213
36,141,Northern Flicker,Artic Tern,0.14592253158168336,0.013610121909820676,3,11,14,0.13211249243295956,0.15765796226410259,0.0,10.721618258662929,red shoulders,213
36,143,Northern Flicker,Caspian Tern,0.0879671205255117,0.004240157633055756,21,11,18,0.08211514702842393,0.09089316806316705,0.0,20.746191089450182,red shoulders,213
36,144,Northern Flicker,Common Tern,0.09475587068467532,2.53868185214037e-08,6,11,19,0.09475583791060715,0.09475588716409666,0.0,3732336.065219212,red shoulders,213
51,10,Horned Grebe,Red winged Blackbird,0.19235306885029677,0.021504902456407633,12,11,15,0.16330645827327195,0.20863831944782496,0.0,8.944614802660421,red shoulders,213
51,36,Horned Grebe,Northern Flicker,0.034019565050440494,5.738296978578734e-08,9,11,19,0.03401950497984674,0.03401963612291303,0.0,592840.9131929094,red shoulders,213
51,61,Horned Grebe,Heermann Gull,0.20737444480830203,0.004369482971235888,3,11,14,0.20323551261126307,0.21153740000745108,0.0,47.45972146498317,red shoulders,213
51,137,Horned Grebe,Cliff Swallow,0.1653223803147078,0.00253043254200913,9,11,17,0.1620077501484064,0.16752501360315575,0.0,65.33364454683719,red shoulders,213
51,141,Horned Grebe,Artic Tern,0.17994209663212388,0.01178666921759535,9,11,14,0.16527682566158652,0.19216671183054368,0.0,15.266577291253455,red shoulders,213
51,144,Horned Grebe,Common Tern,0.12877543573511582,4.1310439239061386e-08,3,11,19,0.12877539442184335,0.1287754723924771,0.0,3117185.8958947677,red shoulders,213
51,189,Horned Grebe,Red bellied Woodpecker,0.021216768801867552,0.0025663047398650574,12,11,14,0.018093152726417205,0.02409687384119752,0.0,8.267439351226754,red shoulders,213
61,10,Heermann Gull,Red winged Blackbird,0.027155698114123623,0.0032510057276163495,6,15,14,0.02319647939257441,0.030341432732673534,0.0,8.353014537960004,red shoulders,213
61,36,Heermann Gull,Northern Flicker,0.17335487975786154,0.004369523716672128,3,11,14,0.16921588304550336,0.1775178484123251,0.0,39.67363286226002,red shoulders,213
61,51,Heermann Gull,Horned Grebe,0.20737444480830203,0.003908184380084481,6,11,14,0.20301916156696753,0.21175799040506016,0.0,53.06158169302078,red shoulders,213
61,137,Heermann Gull,Cliff Swallow,0.04949642616191204,0.007838724842581362,18,13,14,0.039877378136945474,0.058507542705026006,0.0,6.314346676225221,red shoulders,213
61,141,Heermann Gull,Artic Tern,0.03833631643630442,0.0031477907237722072,9,15,14,0.03437708235019854,0.041522083418675915,0.0,12.178800875994913,red shoulders,213
61,143,Heermann Gull,Caspian Tern,0.08723444462140269,0.005075249901720277,3,12,14,0.08372708752274008,0.09264138705045183,0.0,17.188206747148747,red shoulders,213
61,144,Heermann Gull,Common Tern,0.07859900907318622,0.00372632141196618,12,11,14,0.07424368753344734,0.08298254919240178,0.0,21.092922580347363,red shoulders,213
61,189,Heermann Gull,Red bellied Woodpecker,0.2474737117647736,1.0424390322518479e-07,6,16,14,0.2474736246294218,0.24747384415284157,0.0,2373964.6170536787,red shoulders,213
137,10,Cliff Swallow,Red winged Blackbird,0.0411810313321227,0.019441307436327607,3,13,15,0.020393435270317506,0.05311066823437626,0.0,2.1182233481403876,red shoulders,213
137,36,Cliff Swallow,Northern Flicker,0.13130281526426732,0.00292183305128719,3,11,17,0.12820957406733166,0.13345084976343055,0.0,44.93850706544797,red shoulders,213
137,51,Cliff Swallow,Horned Grebe,0.1653223803147078,0.0026134194917073754,6,11,17,0.1620077501484064,0.16752501360315575,0.0,63.25902932002771,red shoulders,213
137,61,Cliff Swallow,Heermann Gull,0.04949642616191204,0.007885245873212082,15,13,14,0.039877378136945474,0.058507542705026006,0.0,6.277093568354694,red shoulders,213
137,141,Cliff Swallow,Artic Tern,0.021848657593903087,0.014966491755936197,9,13,14,0.003575041733097306,0.037929339791321626,0.0,1.4598382806563441,red shoulders,213
137,143,Cliff Swallow,Caspian Tern,0.03927474000852712,0.0021066306213960227,9,12,17,0.03652614830428447,0.041150157435249746,0.0,18.643391770246428,red shoulders,213
137,144,Cliff Swallow,Common Tern,0.03654694457959199,0.002530397634536919,9,11,17,0.03323235818923753,0.03874953956963556,0.0,14.443162634333234,red shoulders,213
137,189,Cliff Swallow,Red bellied Woodpecker,0.18619327388869042,0.0043310649194679245,12,13,14,0.1804646329958467,0.19014360756178905,0.0,42.9901830860975,red shoulders,213
141,10,Artic Tern,Red winged Blackbird,0.011180618322180794,2.4283185208388137e-08,9,15,14,0.011180601322915873,0.01118065068600238,0.0,460407.38967510563,red shoulders,213
141,36,Artic Tern,Northern Flicker,0.14592253158168336,0.011786711322507892,9,11,14,0.1312571895386735,0.15814715778198196,0.0,12.38025837543417,red shoulders,213
141,51,Artic Tern,Horned Grebe,0.17994209663212388,0.013610073291255503,3,11,14,0.16613212199871927,0.19167751385922857,0.0,13.221243763214394,red shoulders,213
141,61,Artic Tern,Heermann Gull,0.03833631643630442,0.0031477907237722072,9,15,14,0.03437708235019854,0.041522083418675915,0.0,12.178800875994913,red shoulders,213
141,137,Artic Tern,Cliff Swallow,0.021848657593903087,0.014966491755936197,9,13,14,0.003575041733097306,0.037929339791321626,0.0,1.4598382806563441,red shoulders,213
141,143,Artic Tern,Caspian Tern,0.05722288327535189,0.013591216742930075,12,12,14,0.04173059134718293,0.07357038264283078,0.0,4.210284064589581,red shoulders,213
141,144,Artic Tern,Common Tern,0.051166660897008054,0.01217323938917487,6,11,14,0.036501351628066336,0.0633912706178853,0.0,4.203208304463733,red shoulders,213
141,189,Artic Tern,Red bellied Woodpecker,0.2066337357434146,0.005663670756865074,27,15,14,0.20211044937210831,0.2144621190131094,0.0,36.4840656488488,red shoulders,213
143,10,Caspian Tern,Red winged Blackbird,0.06998064556023638,0.019475808993642204,12,12,15,0.04539934093065867,0.09053972632132468,0.0,3.5932086610362663,red shoulders,213
143,36,Caspian Tern,Northern Flicker,0.0879671205255117,0.005067957711115846,3,11,18,0.08255404200124994,0.0908931619842559,0.0,17.357508788049035,red shoulders,213
143,51,Caspian Tern,Horned Grebe,0.1219866855759522,0.004321916367681299,12,11,18,0.11613478315133696,0.12491272211172877,0.0,28.22513791796779,red shoulders,213
143,61,Caspian Tern,Heermann Gull,0.08723444462140269,0.004328187658922018,12,12,14,0.08366011116339167,0.09304358435045668,0.0,20.15495895179702,red shoulders,213
143,141,Caspian Tern,Artic Tern,0.05722288327535189,0.0138019458481619,9,12,14,0.04173059134718293,0.07357038264283078,0.0,4.146001143659512,red shoulders,213
143,144,Caspian Tern,Common Tern,0.0067887501591636186,0.005067929327939126,3,11,18,0.0038627251706020325,0.012201798362792964,0.0,1.3395510707693141,red shoulders,213
143,189,Caspian Tern,Red bellied Woodpecker,0.1478407091284718,0.0025013007559882275,6,12,14,0.14532068492694916,0.15084936080264133,0.0,59.105530878455504,red shoulders,213
144,10,Common Tern,Red winged Blackbird,0.06357763311518094,0.021504929205099475,12,11,15,0.03453098423975176,0.07986287823516658,0.0,2.9564214095226284,red shoulders,213
144,36,Common Tern,Northern Flicker,0.09475587068467532,2.4580681338093248e-08,9,11,19,0.09475583791060715,0.09475588716409666,0.0,3854735.1331023863,red shoulders,213
144,51,Common Tern,Horned Grebe,0.12877543573511582,4.1310439239061386e-08,3,11,19,0.12877539442184335,0.1287754723924771,0.0,3117185.8958947677,red shoulders,213
144,61,Common Tern,Heermann Gull,0.07859900907318622,0.0037840972823538167,9,11,14,0.07424368753344734,0.08298254919240178,0.0,20.77087431629784,red shoulders,213
144,137,Common Tern,Cliff Swallow,0.03654694457959199,0.002921851510913365,3,11,17,0.0334536870787708,0.03869500939014893,0.0,12.50814575298501,red shoulders,213
144,141,Common Tern,Artic Tern,0.051166660897008054,0.011786688355917604,9,11,14,0.036501351628066336,0.0633912706178853,0.0,4.3410548703426395,red shoulders,213
144,143,Common Tern,Caspian Tern,0.0067887501591636186,0.004532893792974684,6,11,18,0.0038627191009296125,0.012640690882183225,0.0,1.4976636267515278,red shoulders,213
144,189,Common Tern,Red bellied Woodpecker,0.14999220453698336,0.0025662885138893836,12,11,14,0.1468686267599374,0.1528723150538559,0.0,58.44713237297427,red shoulders,213
189,10,Red bellied Woodpecker,Red winged Blackbird,0.21781435406559538,0.005894959535522913,9,15,14,0.21329105232973244,0.2256427696991118,0.0,36.949253462403085,red shoulders,213
189,36,Red bellied Woodpecker,Northern Flicker,0.05523633385230805,0.0026915232432810523,6,11,14,0.05211278884933024,0.05811642788975924,0.0,20.522332091938715,red shoulders,213
189,51,Red bellied Woodpecker,Horned Grebe,0.021216768801867552,0.0025663047398650574,12,11,14,0.018093152726417205,0.02409687384119752,0.0,8.267439351226754,red shoulders,213
189,61,Red bellied Woodpecker,Heermann Gull,0.2474737117647736,9.850122986883927e-08,15,16,14,0.2474736246294218,0.24747384415284157,0.0,2512366.594079113,red shoulders,213
189,137,Red bellied Woodpecker,Cliff Swallow,0.18619327388869042,0.004266897447413561,18,13,14,0.1804646329958467,0.19014360756178905,0.0,43.63668828223593,red shoulders,213
189,141,Red bellied Woodpecker,Artic Tern,0.2066337357434146,0.005894935423368321,9,15,14,0.20211044937210831,0.2144621190131094,0.0,35.05275645416534,red shoulders,213
189,143,Red bellied Woodpecker,Caspian Tern,0.1478407091284718,0.0023635070551866824,15,12,14,0.14532068492694916,0.15084936080264133,0.0,62.551414323678905,red shoulders,213
189,144,Red bellied Woodpecker,Common Tern,0.14999220453698336,0.0025098796801531673,24,11,14,0.1468686267599374,0.1528723150538559,0.0,59.76071509056134,red shoulders,213
16,34,Painted Bunting,Gray crowned Rosy Finch,0.16081334253351834,0.020113891127596407,15,12,15,0.13964996579622613,0.18657658802310895,0.0,7.995138360119992,red feathers,211
16,69,Painted Bunting,Rufous Hummingbird,0.04087795860661736,0.009872897287400236,18,10,16,0.033799357460422064,0.0544426451520279,0.0,4.140421743741351,red feathers,211
16,129,Painted Bunting,Song Sparrow,0.18505552396953298,0.0014496051821719573,15,12,16,0.18390465356724817,0.18702685323746926,0.0,127.65925930576715,red feathers,211
16,149,Painted Bunting,Brown Thrasher,0.07822170732792529,0.010510526581827424,6,10,16,0.0711429922462864,0.091786423010919,0.0,7.442225345372083,red feathers,211
16,189,Painted Bunting,Red bellied Woodpecker,0.07890203800942966,0.0012773859680134192,15,12,16,0.07716612287663882,0.07992604000731629,0.0,61.76836126544363,red feathers,211
16,199,Painted Bunting,Winter Wren,0.35292978082958504,0.002676703673957744,9,12,16,0.35031205133754617,0.3563395047587613,0.0,131.85239148115886,red feathers,211
34,16,Gray crowned Rosy Finch,Painted Bunting,0.1608133425335183,0.021286541528579454,6,12,15,0.13964996579622613,0.18657658802310895,0.0,7.554695642317215,red feathers,211
34,69,Gray crowned Rosy Finch,Rufous Hummingbird,0.12768472734418437,0.03532915574590975,3,10,15,0.09565951284186773,0.16255809256787418,0.0,3.6141460118347997,red feathers,211
34,129,Gray crowned Rosy Finch,Song Sparrow,0.03678666621122292,0.014189907568310813,12,13,15,0.024983626394424086,0.05581743662787497,0.0,2.592452842383779,red feathers,211
34,149,Gray crowned Rosy Finch,Brown Thrasher,0.09034097862287645,0.03012877468813756,12,10,15,0.056806553459410325,0.12722605540545562,0.0,2.9984949456124883,red feathers,211
34,189,Gray crowned Rosy Finch,Red bellied Woodpecker,0.07884329525484587,0.014062646239508121,15,13,15,0.059812515561991075,0.09064632475211254,0.0,5.606576024627143,red feathers,211
34,199,Gray crowned Rosy Finch,Winter Wren,0.19074835119989764,0.014062596778848222,15,13,15,0.17894533554923653,0.20977905913768546,0.0,13.564233845717673,red feathers,211
69,16,Rufous Hummingbird,Painted Bunting,0.04087795860661736,0.009931490664045646,15,10,16,0.033799357460422064,0.0544426451520279,0.0,4.115994263629455,red feathers,211
69,34,Rufous Hummingbird,Gray crowned Rosy Finch,0.12768472734418437,0.030128805253067558,12,10,15,0.09415033131830142,0.16456988892462399,0.0,4.23796185303253,red feathers,211
69,129,Rufous Hummingbird,Song Sparrow,0.13647185871372322,0.007444419611420513,24,10,17,0.12618044923384442,0.1420977006788574,0.0,18.332101872122994,red feathers,211
69,149,Rufous Hummingbird,Brown Thrasher,0.03734374872130793,8.878547430853216e-08,9,10,19,0.03734363478586433,0.03734383351916837,0.0,420601.77535081253,red feathers,211
69,189,Rufous Hummingbird,Red bellied Woodpecker,0.033812484598188274,0.014905914838153957,3,10,17,0.018481669765397706,0.04623941360914775,0.0,2.268393786161429,red feathers,211
69,199,Rufous Hummingbird,Winter Wren,0.3242859504004627,0.019718464261681,18,10,17,0.303191909440385,0.3495674997216209,0.0,16.445801563471836,red feathers,211
129,16,Song Sparrow,Painted Bunting,0.18505552396953298,0.0014627240485046967,12,12,16,0.18390465356724817,0.18702685323746926,0.0,126.5143100861683,red feathers,211
129,34,Song Sparrow,Gray crowned Rosy Finch,0.03678666621122292,0.01440991925539894,9,13,15,0.024983626394424086,0.05581743662787497,0.0,2.552871085303774,red feathers,211
