sid_A,sid_B,var_old,var_new,shift_B_fwd,shift_A_fwd,delta_z_old_mean,delta_z_new_mean,shift_A_bwd,leakage_sym,part
0,45,1,0,0.00033255733378609873,-0.5333309412002564,-0.7734484314918518,0.7782217502593994,0.06875209277131944,0.034542325052552766,eye
0,48,1,0,5.9242668243086886e-06,-0.5333309412002564,-0.7734484314918518,0.7782217502593994,5.556201685976703e-05,3.074314184203786e-05,eye
1,17,1,2,3.0094180822004547e-06,-0.6065397024154663,-0.7871035814285279,0.6896253671497107,0.0003096460015513003,0.00015632770981675038,eye
1,19,1,0,3.295571913497497e-06,-0.6104391574859619,-0.731336796283722,0.6680815409868955,0.00010662662189133698,5.4961096902417234e-05,eye
2,9,2,1,0.00019904188011423684,-0.9411845684051514,-0.9737695574760437,0.9730484962463379,7.158543339755852e-05,0.00013531365675589768,eye
2,11,2,0,2.4675994211520447e-05,-0.22964950799942016,-0.5489855885505677,0.6583974808454514,7.592158872284926e-05,5.029879146718485e-05,eye
2,24,2,0,0.001755579451128142,-0.22964950799942016,-0.5489855885505677,0.6583974808454514,0.004504282190464437,0.0031299308207962894,eye
2,25,2,0,6.052518581327604e-05,-0.22964950799942016,-0.5489855885505677,0.6583974808454514,0.0005603667290415615,0.00031044595742741877,eye
2,37,2,1,3.5826573423491936e-06,-0.9411845684051514,-0.9737695574760437,0.9730484962463379,0.00023950151808094233,0.00012154208771164576,eye
2,47,2,1,0.00024390182825300143,-0.9411845684051514,-0.9737695574760437,0.9730484962463379,0.0013882220329833217,0.0008160619306181616,eye
2,48,2,0,6.4698972806809255e-06,-0.22964950799942016,-0.5489855885505677,0.6583974808454514,1.0895484365391894e-05,8.682690823036409e-06,eye
3,8,2,0,0.00545102339820005,-0.26195002198219297,-0.84591726064682,0.8143954813480377,0.0003932082327082753,0.002922115815454163,eye
3,12,2,0,0.1472821548813954,-0.26195002198219297,-0.84591726064682,0.8143954813480377,0.005169250548351556,0.07622570271487347,eye
3,14,2,1,0.0001777249834049144,-0.3168513774871826,-0.95056711435318,0.929982602596283,9.250502434952069e-05,0.00013511500387721755,eye
3,31,2,0,0.0014662438737332196,-0.26195002198219297,-0.84591726064682,0.8143954813480377,0.00012524056510301306,0.0007957422194181163,eye
4,7,1,2,6.847872359685425e-05,-0.09447113275527955,-0.7894040703773498,0.7990054145455361,2.8523324533580308e-05,4.8501024065217276e-05,eye
4,29,1,2,3.898448994732462e-05,-0.09447113275527955,-0.7894040703773498,0.7990054145455361,0.0003472472890280187,0.00019311588948767167,eye
5,7,1,2,1.675282601354411e-05,-0.5713674545288085,-0.9425368905067444,0.6767658278346061,3.2431676481792236e-05,2.4592251247668172e-05,eye
5,12,1,0,0.0001574409478052985,-0.7803006529808044,-0.9526600360870361,0.8321885526180267,1.084762855327881e-05,8.414428817928866e-05,eye
5,17,1,2,0.0004829380111914361,-0.5713674545288085,-0.9425368905067444,0.6767658278346061,9.861655817076099e-05,0.00029077728468109856,eye
5,18,1,2,0.0006996317957600695,-0.5713674545288085,-0.9425368905067444,0.6767658278346061,0.0009121581679210067,0.000805894981840538,eye
5,30,1,0,0.008439004281535744,-0.7803006529808044,-0.9526600360870361,0.8321885526180267,0.006190031580626964,0.007314517931081354,eye
6,15,2,1,0.004207236604997888,-0.5358884334564209,-0.9324607729911805,0.8016448266804218,0.0006308711774181575,0.0024190538912080227,eye
6,28,2,1,0.002108283193956595,-0.5358884334564209,-0.9324607729911805,0.8016448266804218,0.005225730211532209,0.003667006702744402,eye
6,47,2,1,0.00010811453817041183,-0.5358884334564209,-0.9324607729911805,0.8016448266804218,0.0033839906071079897,0.0017460525726392007,eye
7,11,2,0,0.1036267097108066,-0.4354046583175659,-0.8712232708930969,0.8967406511306762,0.04366012911777943,0.07364341941429302,eye
7,15,2,1,3.71630067490969e-05,-0.7715467691421509,-0.9152673006057739,0.9234631299972534,2.0697139188996515e-05,2.8930072969046708e-05,eye
7,21,2,1,0.001432176260277629,-0.7715467691421509,-0.9152673006057739,0.9234631299972534,0.0004928123932586459,0.0009624943267681374,eye
7,25,2,0,0.0019862921792082487,-0.4354046583175659,-0.8712232708930969,0.8967406511306762,0.00014028548545184095,0.0010632888323300449,eye
7,33,2,1,3.360609293849848e-05,-0.7715467691421509,-0.9152673006057739,0.9234631299972534,0.00012145591172156856,7.753100233003352e-05,eye
7,40,2,1,0.679032301902771,-0.7715467691421509,-0.9152673006057739,0.9234631299972534,0.2052826091647148,0.44215745553374286,eye
8,18,0,2,0.0017651893431320786,-0.07259181737899781,-0.9960442304611206,0.9938394546508789,0.0037257305782986807,0.0027454599607153797,eye
8,47,0,1,0.018696644343435764,-0.09587215185165406,-0.9865702748298645,0.9714169979095459,0.13288469947874545,0.07579067191109061,eye
9,12,1,0,0.0006194616529683117,-0.07443187236785889,-0.902606213092804,0.9190614342689514,2.5767888865857457e-05,0.00032261477091708455,eye
9,24,1,0,0.0016999089566525072,-0.07443187236785889,-0.902606213092804,0.9190614342689514,0.0017099721007980406,0.001704940528725274,eye
9,29,1,2,1.422577518894741e-07,-0.00038769245147705076,-0.6976991772651673,0.6583978533744812,3.298905539850239e-05,1.656565657519593e-05,eye
9,45,1,0,0.01961652562022209,-0.07443187236785889,-0.902606213092804,0.9190614342689514,0.16923913028440438,0.09442782795231323,eye
10,13,0,2,0.0034101631492376326,-0.5070373773574829,-0.981419038772583,0.9971360564231873,0.19462953172624112,0.09901984743773938,eye
11,38,0,1,0.015251558402087539,-0.9187777519226075,-0.8324614882469177,0.9965293169021606,0.02509065717458725,0.020171107788337396,eye
11,42,0,2,0.4557487636804581,-0.5276236772537232,-0.8026057541370392,0.7562031507492065,0.3593158354982734,0.40753229958936577,eye
12,13,0,2,0.003070608325651847,-0.42886010408401487,-0.7759007692337037,0.7678710341453552,0.12073217928409577,0.061901393804873805,eye
12,27,0,2,3.428880780731447e-06,-0.42886010408401487,-0.7759007692337037,0.7678710341453552,1.837887730786747e-05,1.0903879044299457e-05,eye
12,33,0,1,9.64394915214939e-07,-0.6174670457839966,-0.7720918297767639,0.716148332960438,0.0002661425794940442,0.00013355348720462957,eye
12,38,0,1,3.500478199747192e-07,-0.6174670457839966,-0.7720918297767639,0.716148332960438,0.00016364510938728926,8.199757860363199e-05,eye
12,41,0,2,0.001291091048369708,-0.42886010408401487,-0.7759007692337037,0.7678710341453552,0.00015894028674665606,0.0007250156675581821,eye
13,15,2,1,0.0021052743191830813,-0.6247957587242127,-0.9979937553405762,0.9992996215820312,0.0001641117640247103,0.0011346930416038959,eye
13,30,2,0,0.00019039795588469133,-0.3207463264465332,-0.9766278862953186,0.9954355001449585,0.0008371593139600009,0.0005137786349223461,eye
13,31,2,0,0.00042480706761125473,-0.3207463264465332,-0.9766278862953186,0.9954355001449585,9.015166233439231e-05,0.0002574793649728235,eye
13,33,2,1,4.6938371087890116e-05,-0.6247957587242127,-0.9979937553405762,0.9992996215820312,5.995100738687142e-06,2.6466735913288628e-05,eye
15,20,1,2,4.0843155875336376e-05,-0.8615614295005798,-0.9505926847457886,0.9900683164596558,4.433282242644054e-07,2.064324204980039e-05,eye
15,25,1,0,0.0006010050128679723,-0.785323417186737,-0.9771881580352784,0.998318612575531,0.00922520961612463,0.004913107314496301,eye
16,33,2,1,2.5116192055918417e-06,-0.12557704448699952,-0.711505389213562,0.6844210207462311,1.800866938310719e-05,1.0260144294349515e-05,eye
16,40,2,1,0.0002669374035576766,-0.12557704448699952,-0.711505389213562,0.6844210207462311,0.00046641452063340695,0.0003666759620955418,eye
17,19,2,0,1.8349398146710882e-05,-0.8849061369895935,-0.9062158226966858,0.987872052192688,3.744366512137276e-06,1.104688232942408e-05,eye
17,24,2,0,0.8522607922554016,-0.8849061369895935,-0.9062158226966858,0.987872052192688,0.8795180916786194,0.8658894419670105,eye
19,29,0,2,0.0005391280283220112,-0.08862053155899048,-0.7801192849874496,0.6185819625854492,0.00011874912670464254,0.0003289385775133269,eye
20,47,2,1,1.286308361159172e-07,-0.9433288097381591,-0.9928618192672729,0.9542927145957947,8.124190710532276e-05,4.0685268970719335e-05,eye
21,22,1,2,0.003731159431481501,-0.3905107617378235,-0.6891331672668457,0.7881959445774556,0.07122181560844183,0.03747648751996167,eye
21,35,1,0,0.00015908819987089373,-0.381956684589386,-0.698575758934021,0.7505832768976688,0.00010400697519798995,0.00013154758753444184,eye
21,45,1,0,6.072803384427061e-06,-0.381956684589386,-0.698575758934021,0.7505832768976688,8.875017222180759e-05,4.741148780311733e-05,eye
22,30,2,0,0.003548212512396276,-0.17832996249198912,-0.9440982222557068,0.8053783431649209,0.00014528400247399987,0.001846748257435138,eye
23,30,1,0,6.461022593384769e-05,-0.1161004900932312,-0.6399459049105645,0.36822019070386885,6.139302736301034e-05,6.3001626648429e-05,eye
23,46,1,0,2.6197606689493114e-05,-0.1161004900932312,-0.6399459049105645,0.36822019070386885,0.0002959939702122938,0.00016109578845089346,eye
23,48,1,0,9.72810083112563e-05,-0.1161004900932312,-0.6399459049105645,0.36822019070386885,0.0006702517508529127,0.00038376637958208447,eye
24,40,0,1,1.093225027943845e-05,-0.21476357579231262,-0.8906244277954102,0.9261266112327575,1.9329525093780832e-05,1.513088768660964e-05,eye
24,42,0,2,5.461097453007824e-06,-0.8322208285331726,-0.9346312284469604,0.9775265097618103,2.101055957837161e-06,3.7810767054224926e-06,eye
25,27,0,2,0.8418875336647034,-0.8627290010452271,-0.9942199945449829,0.9928152441978455,0.1264336708234623,0.48416060224408286,eye
25,41,0,2,1.2141271145083011e-05,-0.8627290010452271,-0.9942199945449829,0.9928152441978455,0.00014805259803551962,8.009693459030132e-05,eye
26,34,1,0,1.250535822805432e-05,-0.21021877527236937,-0.8689462065696716,0.76068478487432,8.549525482521858e-05,4.900030652663645e-05,eye
26,44,1,2,4.4998611951285735e-06,-0.11187753677368165,-0.8435861825942993,0.7911639329046011,1.1376915176697367e-05,7.93838818591297e-06,eye
26,49,1,0,3.947905399570573e-06,-0.21021877527236937,-0.8689462065696716,0.76068478487432,0.00012814057226933072,6.604423883445065e-05,eye
27,40,2,1,1.627513011044357e-05,-0.4296400249004364,-0.9276092052459717,0.9788990497589112,3.4513621835685625e-05,2.53943759730646e-05,eye
27,46,2,0,0.00012180820721141572,-0.2863593101501465,-0.38096843957901,0.408861802413594,4.566731222439557e-05,8.373775971790565e-05,eye
28,41,1,2,-8.482123735120695e-06,0.056715363264083864,-0.7582688212394715,0.9731607079505921,0.035565584810683504,0.01777855134347419,eye
29,31,2,0,9.04957039438159e-07,-0.8110683917999267,-0.9673397660255432,0.8140521705150604,3.316964796340471e-06,2.110960917889315e-06,eye
29,40,2,1,1.3279884387884523e-05,-0.5408214330673218,-0.9820779681205749,0.7958587624132634,3.90390072197988e-06,8.591892554932202e-06,eye
30,33,0,1,0.0002063645392354374,-0.5976144075393677,-0.788745892047882,0.7992878690361976,3.7307954698917456e-06,0.00010504766735266457,eye
31,38,0,1,0.0006519075074720604,-0.2032526135444641,-0.5234936267137528,0.33047932023182514,0.006027174508199095,0.003339541007835578,eye
31,42,0,2,0.0025716647294757424,-0.020406007766723633,-0.4667269974946976,0.3827917103189975,0.00140299862541724,0.0019873316774464914,eye
31,47,0,1,1.0379460047715838e-05,-0.2032526135444641,-0.5234936267137528,0.33047932023182514,0.0018931743081338937,0.0009517768840908048,eye
33,34,1,0,0.002044395712437108,-0.606619369983673,-0.8186566069722175,0.9987755060195923,5.290598419378511e-05,0.0010486508483154467,eye
34,38,0,1,3.724368507391773e-05,-0.6636167764663696,-0.9830257534980774,0.9719770193099976,0.00013584606931544841,8.654487719468308e-05,eye
34,39,0,2,6.609981628571404e-05,-0.1431794285774231,-0.9151228904724121,0.9544454336166381,0.0021394433962996116,0.0011027716062926628,eye
34,47,0,1,0.001179329672595486,-0.6636167764663696,-0.9830257534980774,0.9719770193099976,0.0006316721715847962,0.0009055009220901411,eye
35,39,0,2,0.0013919847668148577,-0.047812390327453616,-0.9547305345535279,0.8880494594573974,0.0015481676906347274,0.0014700762287247924,eye
35,40,0,1,6.9443659594981e-05,-0.11291470527648925,-0.9834847450256348,0.99800546169281,2.810856278756546e-06,3.612725793686877e-05,eye
37,44,1,2,0.0009627912295400165,-0.3940941333770752,-0.9155240654945374,0.9884313583374024,0.0002011899114222615,0.000581990570481139,eye
37,48,1,0,0.0001937406723300228,-0.10449488162994384,-0.9670066952705383,0.9531622767448426,7.138136579669663e-05,0.0001325610190633597,eye
37,49,1,0,0.0039285723236389455,-0.10449488162994384,-0.9670066952705383,0.9531622767448426,0.004105777959921397,0.004017175141780171,eye
38,45,1,0,0.005646675139723811,-0.616886556148529,-0.996048903465271,0.9979490041732788,0.037866251534069306,0.02175646333689656,eye
39,47,2,1,3.111076988489003e-05,-0.7480689525604248,-0.9867678046226501,0.9980663061141968,5.6189443995435795e-05,4.365010694016291e-05,eye
40,44,1,2,1.5613992536600564e-05,-0.23393300771713257,-0.7303206264972687,0.660066794604063,0.0003026256759767421,0.00015911983425667133,eye
41,48,2,0,1.3900977073433296e-05,-0.096274733543396,-0.5417306184768677,0.4804284989833832,8.197932561415656e-06,1.1049454817424476e-05,eye
42,48,2,0,2.2891547722281304e-06,-0.38681347370147706,-0.5548218846321106,0.8457172095775605,2.2538289567819447e-05,1.2413722170023788e-05,eye
43,46,2,0,0.00018459861180541992,-0.039873933792114256,-0.27758010625839236,0.20787130850367247,2.839120861608535e-06,9.371886633351423e-05,eye
43,49,2,0,0.0002011555842841517,-0.039873933792114256,-0.27758010625839236,0.20787130850367247,9.91982140590153e-06,0.00010553770284502661,eye
44,48,2,0,8.440021738351789e-05,-0.5048819422721863,-0.7922581553459167,0.6843880765140057,0.000589884864166379,0.00033714254077494844,eye
0,9,4,5,0.13251362293958663,-0.35857765674591063,-0.884624183177948,0.9770654559135437,0.0011643349891528488,0.06683897896436974,wing
0,30,4,2,0.1983569636940956,-0.4660724997520447,-0.8920207381248474,0.9972618699073792,0.026079806312918664,0.11221838500350714,wing
0,32,4,1,0.025520274532027543,-0.2740435481071472,-0.8916093230247497,0.8502538919448852,0.0006405513217032421,0.013080412926865393,wing
0,35,4,0,0.00033179165911860763,-0.4407720923423767,-0.891558039188385,0.9857528924942016,4.3071820437035056e-05,0.00018743173977782133,wing
0,38,4,5,0.15260174144059419,-0.35857765674591063,-0.884624183177948,0.9770654559135437,0.17175567504018546,0.16217870824038982,wing
1,6,2,3,0.0008253642779209258,-0.24030178785324097,-0.9001323342323303,0.763497868180275,0.00011855188336085121,0.0004719580806408885,wing
1,8,2,4,3.1188588786790204e-05,-0.8688733220100403,-0.9980897068977356,0.9359287142753601,6.2569865349360045e-06,1.8722787660863106e-05,wing
1,41,2,5,0.037393509887624535,-0.7640649557113648,-0.9967843294143677,0.7602664500474929,0.023402771353721617,0.030398140620673076,wing
2,5,1,3,0.00020061836039531045,-0.2697851538658142,-0.9419217109680176,0.8405605792999268,0.0007977944042067975,0.000499206382301054,wing
2,6,1,3,0.08207444865256548,-0.2697851538658142,-0.9419217109680176,0.8405605792999268,0.20710801891982555,0.1445912337861955,wing
2,17,1,0,0.1792188949882984,-0.19610898494720458,-0.9131194829940796,0.9193228244781494,0.03992705060809385,0.10957297279819612,wing
2,23,1,3,0.1931961238384247,-0.2697851538658142,-0.9419217109680176,0.8405605792999268,0.1371038667857647,0.16514999531209468,wing
2,24,1,0,0.007498202210990712,-0.19610898494720458,-0.9131194829940796,0.9193228244781494,0.0036972338071791454,0.005597718009084929,wing
2,29,1,2,0.0004469677165616304,-0.4398312449455261,-0.9425087690353393,0.9853268980979919,0.00727410854306072,0.0038605381298111754,wing
2,34,1,2,0.43063410818576814,-0.4398312449455261,-0.9425087690353393,0.9853268980979919,0.10895768646150827,0.2697958973236382,wing
2,35,1,0,9.794971201699809e-05,-0.19610898494720458,-0.9131194829940796,0.9193228244781494,0.00023416674112013424,0.00016605822656856617,wing
3,16,5,0,0.5051525691524148,-0.8171923279762268,-0.8786318182945252,0.9458487272262573,0.2894115447998047,0.39728205697610974,wing
3,34,5,2,8.641807580715977e-05,-0.7338889479637146,-0.8788351833820343,0.9909556388854981,0.0007030489912722259,0.00039473353353969287,wing
4,11,5,4,0.018867696134839206,-0.22972533702850342,-0.8692888438701629,0.646587086468935,0.005724179046228528,0.012295937590533866,wing
4,15,5,1,0.315551482886076,-0.4836189866065979,-0.9273356318473815,0.9520806312561035,0.029939887579530478,0.17274568523280323,wing
4,18,5,2,0.0001146830933066667,-0.516098952293396,-0.9361190795898438,0.8729206800460816,0.00029654310674231965,0.0002056131000244932,wing
5,12,3,2,0.0003416264793486334,-0.7357398390769958,-0.99967440366745,0.9983134865760803,0.00023381457722280175,0.00028772052828571757,wing
5,20,3,2,0.00039425395571015545,-0.7357398390769958,-0.99967440366745,0.9983134865760803,0.0003855982220940746,0.000389926088902115,wing
5,33,3,5,0.03470308139221743,-0.9431747317314148,-0.9994142651557922,0.9999548554420471,0.46202958226203916,0.2483663318271283,wing
5,39,3,1,0.0016953586564341094,-0.8690558791160583,-0.9715371012687684,0.9999687433242798,0.00016281795469694771,0.0009290883055655286,wing
5,42,3,4,0.008890559058636427,-0.9603723287582397,-0.9998971223831177,0.9997449398040772,0.005878302874043584,0.007384430966340005,wing
5,44,3,5,6.032923338352703e-05,-0.9431747317314148,-0.9994142651557922,0.9999548554420471,0.0005205658988415962,0.0002904475661125616,wing
5,47,3,4,0.0009394883360073436,-0.9603723287582397,-0.9998971223831177,0.9997449398040772,0.015388169884681701,0.008163829110344523,wing
6,9,3,5,0.14623443489836063,-0.4322060465812683,-0.6278757572174072,0.8358721524477005,0.004773257113993168,0.0755038460061769,wing
6,14,3,2,0.0005635505964164622,-0.18059927225112915,-0.7247665286064148,0.9922339797019959,0.004624506246182136,0.0025940284212992992,wing
6,28,3,5,0.10996409757644869,-0.4322060465812683,-0.6278757572174072,0.8358721524477005,0.013176004483830184,0.06157005103013944,wing
6,49,3,4,0.00031713005838511775,-0.28999990224838257,-0.8221727132797241,0.5140910614281893,0.0006932830736332107,0.0005052065660091642,wing
7,20,4,2,0.8670616030693055,-0.9573855996131897,-0.9670668482780457,0.9366378545761108,0.974113655090332,0.9205876290798187,wing
7,23,4,3,0.002066015384389175,-0.6880140662193298,-0.9692095994949341,0.7360406541381963,0.00013508680394807014,0.0011005510941686225,wing
7,36,4,2,0.02267104424536228,-0.9573855996131897,-0.9670668482780457,0.9366378545761108,0.028408241271972657,0.02553964275866747,wing
7,43,4,1,0.08431184571236372,-0.6454663753509522,-0.9677393555641174,0.9936660885810852,0.35025928616523744,0.21728556593880058,wing
9,15,5,1,0.23891016840934753,-0.3379425287246704,-0.9988135933876038,0.9988281488418579,0.45602488815784453,0.34746752828359606,wing
9,19,5,3,2.6546575463726184e-05,-0.678656816482544,-0.9988430142402649,0.9994608283042907,0.00038777794979978354,0.00020716226263175485,wing
9,24,5,0,0.009368600882589817,-0.08972406387329102,-0.9987005949020386,0.9844026207923889,0.036902865907177326,0.023135733394883572,wing
9,37,5,4,5.7845466653816405e-05,-0.05816075801849365,-0.9970929265022278,0.1613762814551592,0.0009517114638583734,0.0005047784652560949,wing
9,43,5,1,1.953822575160302e-05,-0.3379425287246704,-0.9988135933876038,0.9988281488418579,6.957692712603603e-05,4.455757643881953e-05,wing
9,48,5,2,0.00047789179952815173,-0.039794397354125974,-0.9988522291183471,0.9600120902061462,0.000163598157450906,0.00032074497848952885,wing
10,12,1,2,0.004686303320340812,-0.6179699897766113,-0.9985812306404114,0.9797585964202881,4.583613554132171e-05,0.002366069727941067,wing
10,20,1,2,9.118643865804187e-05,-0.6179699897766113,-0.9985812306404114,0.9797585964202881,0.0001810194949939614,0.00013610296682600164,wing
10,30,1,2,0.0704079382121563,-0.6179699897766113,-0.9985812306404114,0.9797585964202881,0.13101753746159375,0.10071273783687502,wing
10,33,1,5,0.0002572066368884407,-0.6449812650680542,-0.9980607032775879,0.9846188306808472,0.0004620263411197811,0.0003596164890041109,wing
11,39,4,1,0.0013622055535961407,-0.6062806606292724,-0.8700814604759216,0.8463204860687256,2.1992421216054937e-05,0.0006920989874060978,wing
11,44,4,5,7.472200959455222e-05,-0.3921849846839905,-0.859354829788208,0.9824270129203796,0.0003342885945414764,0.00020450530206801433,wing
12,43,2,1,0.00014149702328722925,-0.21149507761001587,-0.9996220350265503,0.9974146366119385,0.04010840486735105,0.02012495094531914,wing
13,14,1,2,3.4027813308057374e-05,-0.863537609577179,-0.9995320796966553,0.9996326804161072,0.00032546359834668693,0.00017974570582737214,wing
13,22,1,5,0.01675066202878952,-0.960572075843811,-0.9982873201370239,0.9958706021308898,0.25306743681430816,0.13490904942154883,wing
14,44,2,5,0.0010431380735099083,-0.8729501485824585,-0.9968282461166382,0.8466211646795273,0.00036420032338355666,0.0007036691984467324,wing
15,49,1,4,0.006769509382138494,-0.21894593238830568,-0.8661487221717834,0.21066207885742189,0.0006376899335009511,0.003703599657819723,wing
16,28,0,5,0.0008322225825395435,-0.944280469417572,-0.9979216456413269,0.9895142793655396,0.0006497837719507515,0.0007410031772451474,wing
16,36,0,2,0.003062133176717907,-0.8512373208999634,-0.9907241225242615,0.9997839212417603,0.011235151146684075,0.007148642161700991,wing
16,45,0,5,0.00013586913419203484,-0.944280469417572,-0.9979216456413269,0.9895142793655396,0.0012810606509447097,0.0007084648925683723,wing
17,32,0,1,0.007005956054126727,-0.5128778696060181,-0.8351240515708923,0.7950753681361675,0.006090812367619947,0.006548384210873337,wing
17,45,0,5,8.267197517852765e-05,-0.6669209718704223,-0.9703726887702941,0.8023432759568095,7.485428068321198e-05,7.876312793086981e-05,wing
17,46,0,2,5.0326339624007234e-05,-0.12175981998443604,-0.9655904412269593,0.7896187424659729,0.0032318699057213964,0.0016410981226727018,wing
18,28,2,5,0.007104865438304841,-0.712804090976715,-0.9970935702323913,0.9473631262779236,0.0018970314602483995,0.0045009484492766205,wing
18,32,2,1,0.005675231199711561,-0.7328335285186768,-0.9970051169395446,0.9928489685058594,0.03370053134858608,0.019687881274148823,wing
19,21,3,1,0.00024018675576371608,-0.32342392206192017,-0.8294369459152222,0.9702629685401917,3.3113936569506566e-05,0.00013665034616661131,wing
19,33,3,5,0.005857616622233763,-0.5643487930297851,-0.9950846791267395,0.9978814840316772,0.15412121638655663,0.0799894165043952,wing
19,40,3,4,0.0015989310049917549,-0.9154471755027771,-0.9980019927024841,0.9850432991981506,0.000562640779025969,0.001080785892008862,wing
20,26,2,0,0.0002561914618127048,-0.6717353463172913,-0.9938403606414795,0.941476047039032,3.187895908922656e-05,0.00014403521045096567,wing
20,42,2,4,0.007269151043146849,-0.9461478352546692,-0.9919605135917664,0.9831032514572143,0.22299544811248778,0.11513229957781732,wing
21,25,1,4,0.007489360077306629,-0.4464482307434082,-0.7333828806877136,0.9367997884750366,0.002717728307470679,0.005103544192388653,wing
21,33,1,5,0.000985521098755271,-0.20916029214859008,-0.5383107662200928,0.5772063998505473,0.011850844297441654,0.006418182698098462,wing
22,31,5,3,0.00035493177456373813,-0.4193120837211609,-0.9981650352478028,0.953173017501831,0.00036870706671834343,0.00036181942064104076,wing
22,36,5,2,0.0007840353820938617,-0.6363417625427246,-0.9986282467842102,0.9997715592384339,0.0013846772722899913,0.0010843563271919266,wing
22,40,5,4,0.0020684365066699685,-0.5678616881370544,-0.9961881995201111,0.9760855793952942,0.002451718598695152,0.0022600775526825604,wing
23,29,3,2,0.00023031805469315715,-0.4816509783267975,-0.9726267337799073,0.7850314125418663,0.00024318650177974633,0.00023675227823645174,wing
23,44,3,5,0.0012827884231228382,-0.847342848777771,-0.9863668441772461,0.9791667222976684,0.0031445452259504236,0.002213666824536631,wing
24,27,0,1,0.001612252788618207,-0.9018357276916504,-0.9177095293998718,0.865958034992218,0.008205857314169406,0.004909055051393807,wing
24,31,0,3,0.0009019767370773479,-0.891830849647522,-0.9376111388206482,0.9574101448059082,0.025430596018850338,0.013166286377963844,wing
24,32,0,1,2.433335776004242e-05,-0.9018357276916504,-0.9177095293998718,0.865958034992218,0.00018972101379404193,0.00010702718577704218,wing
25,27,4,1,0.41886959969997406,-0.7361242294311523,-0.794983622431755,0.8408927202224732,0.3054171293973923,0.3621433645486832,wing
25,31,4,3,0.1982888337224722,-0.8147528886795044,-0.7966741710901261,0.9314557909965515,0.14783669374883174,0.17306276373565196,wing
25,44,4,5,4.9022169332602064e-05,-0.20022321939468385,-0.7494396865367889,0.6591765493154526,0.00011274486901413638,8.088351917336922e-05,wing
27,37,1,4,0.0001317831607593689,-0.3766913294792175,-0.8374830961227417,0.9651445508003235,0.0001401141887981794,0.00013594867477877414,wing
27,38,1,5,0.33519201204180715,-0.5994775772094727,-0.6912299752235412,0.9947582721710205,0.2497656460851431,0.2924788290634751,wing
27,41,1,5,0.001217858839663677,-0.5994775772094727,-0.6912299752235412,0.9947582721710205,0.0015764328360091894,0.0013971458378364333,wing
28,47,5,4,0.0006234451510863437,-0.02454970180988312,-0.7891942381858825,0.1152329595759511,0.02023468504776247,0.010429065099424407,wing
29,33,2,5,0.0115249153226614,-0.7779942989349365,-0.9994038224220276,0.9991574764251709,0.032264575269073247,0.021894745295867324,wing
30,31,2,3,0.04607523485319689,-0.25824202299118043,-0.6639893412590027,0.7661728903651237,0.20579286025604232,0.1259340475546196,wing
30,41,2,5,4.1856040525090066e-05,-0.7656320214271546,-0.9962767720222473,0.7660018718801439,0.00047864647640381006,0.00026025125846445006,wing
31,32,3,1,0.12251134261905464,-0.39643536806106566,-0.9363853931427002,0.8114091828465462,0.04369279402308166,0.08310206832106815,wing
31,37,3,4,0.0013748660843702965,-0.7332970976829529,-0.9982444882392884,0.8667361378669739,0.00046015144616831096,0.0009175087652693037,wing
31,40,3,4,0.0016372010344639421,-0.7332970976829529,-0.9982444882392884,0.8667361378669739,0.007323639770038426,0.004480420402251184,wing
32,40,1,4,1.164362097938465e-05,-0.3379216194152832,-0.8867345571517944,0.512263560295105,1.4895280082782847e-05,1.3269450531083748e-05,wing
32,48,1,2,0.00011153521918458865,-0.5907922148704529,-0.9919370293617249,0.9996054410934448,0.0006882759735162836,0.0003999055963504361,wing
35,41,0,5,4.04665951464267e-05,-0.757619297504425,-0.9930744886398315,0.9004040360450745,0.0014864392083836719,0.0007634529017650493,wing
38,39,5,1,0.0004079794598510489,-0.9412806510925293,-0.969477903842926,0.9949259877204895,0.00035965169663541017,0.00038381557824322953,wing
38,49,5,4,0.00013342052816369687,-0.44957958459854125,-0.9579596877098083,0.9444602608680726,6.833835343513783e-05,0.00010087944079941735,wing
40,41,4,5,0.0032168229648959824,-0.3510535717010498,-0.8879543304443359,0.5930960386991501,0.0025634374527726323,0.0028901302088343074,wing
42,45,4,5,0.0008676934463437647,-0.040960395336151124,-0.9606924295425415,0.9692735552787781,0.0018694055848754942,0.0013685495156096294,wing
43,46,1,2,0.0011161802744027228,-0.7344274520874023,-0.997118353843689,0.9983247995376587,0.00016704087975085712,0.0006416105770767899,wing
43,49,1,4,0.00013646838197018952,-0.6394701838493347,-0.9880560398101806,0.9692314863204956,4.563540569506586e-05,9.105189383262768e-05,wing
44,49,5,4,0.030573549606560845,-0.1762834072113037,-0.7967552900314331,0.7224584341049194,0.0004555559775326401,0.015514552792046743,wing
48,49,2,4,0.2262244954239577,-0.41642887741327284,-0.9992038011550903,0.9983536124229431,0.20898456312716007,0.2176045292755589,wing
0,9,0,1,0.6275237709283829,-0.7390872716903687,-0.9865049719810486,0.9968347907066345,0.039978573098778725,0.3337511720135808,foot
0,36,0,3,0.002807940379716456,-0.7638652086257934,-0.9918284773826599,0.9773912906646729,0.003103076323168352,0.0029555083514424037,foot
